host_is_superhost,host_listings_count,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
t,1.0,Galindo,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,150.0,250.0,50.0,4,25.0,2,t,22,38,68,343,20,f,strict
f,6.0,Travis Heights,House,Entire home/apt,8,2.0,3.0,6.0,Real Bed,299.0,500.0,50.0,6,50.0,1,t,23,29,59,334,0,f,strict
f,1.0,South Congress,Apartment,Entire home/apt,7,2.0,2.0,3.0,Real Bed,500.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,moderate
f,1.0,Dawson,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,215.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,2.0,St. Edwards,House,Entire home/apt,9,3.0,4.0,6.0,Real Bed,600.0,300.0,100.0,1,0.0,3,t,30,60,90,359,4,f,strict
f,1.0,St. Edwards,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,0.0,0.0,1,0.0,1,t,0,0,0,48,0,f,flexible
t,1.0,South Congress,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,275.0,100.0,50.0,1,25.0,1,t,15,28,40,288,56,f,strict
f,1.0,Zilker,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,400.0,350.0,100.0,4,50.0,2,t,30,60,90,365,4,f,strict
f,2.0,Bouldin Creek,House,Private room,4,1.0,1.0,1.0,Real Bed,99.0,300.0,50.0,1,0.0,1,t,30,57,57,78,1,f,flexible
f,1.0,Travis Heights,House,Entire home/apt,6,2.5,2.0,3.0,Real Bed,199.0,0.0,0.0,1,0.0,2,t,0,0,0,85,3,t,flexible
f,1.0,Travis Heights,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,1500.0,500.0,100.0,1,0.0,1,t,0,0,0,215,1,f,strict
f,1.0,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,950.0,0.0,0.0,1,0.0,3,t,30,60,90,362,6,f,flexible
f,1.0,Barton Hills,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,0.0,40.0,1,0.0,2,t,24,54,84,359,10,f,moderate
t,2.0,Zilker,House,Entire home/apt,6,1.0,1.0,3.0,Futon,99.0,200.0,20.0,2,10.0,1,t,20,45,69,332,314,f,strict
f,2.0,South Lamar,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,565.0,250.0,0.0,1,0.0,1,t,23,53,83,358,0,f,flexible
f,1.0,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,499.0,0.0,60.0,1,0.0,1,t,0,0,0,231,0,f,flexible
f,1.0,St. Edwards,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,100.0,0.0,0.0,2,50.0,1,t,30,60,90,365,3,f,flexible
t,2.0,Travis Heights,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,350.0,500.0,125.0,4,50.0,1,t,30,60,90,365,2,f,no_refunds
f,1.0,South First,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,118.0,0.0,10.0,2,25.0,2,t,0,14,14,118,18,f,strict
f,2.0,Dawson,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,86.0,500.0,20.0,2,20.0,1,t,29,59,89,273,33,f,strict
f,1.0,Dawson,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,500.0,0.0,55.0,1,0.0,1,t,0,0,0,213,0,f,flexible
f,1.0,Bouldin Creek,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,160.0,0.0,45.0,1,0.0,2,t,22,52,82,357,27,f,strict
t,6.0,Travis Heights,House,Entire home/apt,12,2.0,3.0,6.0,Real Bed,600.0,500.0,50.0,4,25.0,1,t,0,0,0,238,38,f,strict
f,1.0,South Congress,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,150.0,50.0,1,0.0,1,t,15,42,72,343,9,f,strict
f,1.0,Dawson,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,275.0,250.0,75.0,1,0.0,3,t,19,38,68,329,49,f,strict
f,2.0,South Congress,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,113.0,0.0,95.0,3,50.0,2,t,19,37,67,336,62,t,strict
t,2.0,Zilker,House,Private room,2,2.0,1.0,1.0,Real Bed,96.0,200.0,30.0,2,0.0,2,t,10,21,32,301,14,f,strict
f,1.0,Zilker,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,275.0,0.0,0.0,1,0.0,2,t,11,30,60,70,1,f,flexible
f,1.0,South Lamar,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,44.0,100.0,0.0,1,10.0,1,t,5,22,52,327,1,f,moderate
f,2.0,Zilker,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,125.0,300.0,0.0,2,10.0,2,t,21,51,81,356,144,f,strict
f,1.0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,0.0,50.0,2,50.0,2,t,28,58,88,363,6,f,strict
f,7.0,Bouldin Creek,House,Entire home/apt,8,1.0,3.0,4.0,Real Bed,125.0,100.0,50.0,2,25.0,2,t,19,49,76,348,182,t,flexible
f,1.0,Zilker,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,200.0,0.0,30.0,1,0.0,1,t,1,1,1,9,1,f,flexible
f,1.0,South Congress,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,250.0,0.0,50.0,1,0.0,1,t,0,0,0,224,0,f,moderate
f,1.0,South Congress,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,99.0,0.0,30.0,1,0.0,1,t,0,0,0,0,0,f,flexible
t,1.0,South First,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,200.0,45.0,1,0.0,1,t,11,25,55,299,20,f,strict
t,2.0,South First,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,0.0,0.0,1,0.0,1,t,5,31,61,320,152,t,strict
f,2.0,Dawson,Loft,Entire home/apt,5,1.0,0.0,2.0,Real Bed,135.0,100.0,60.0,3,25.0,2,t,7,32,62,333,5,f,strict
f,11.0,East Riverside,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,85.0,0.0,25.0,2,25.0,1,t,10,32,62,62,40,f,moderate
f,1.0,Zilker,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,225.0,0.0,100.0,4,50.0,3,t,24,54,84,359,5,f,strict
f,1.0,Barton Hills,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,300.0,300.0,20.0,1,0.0,2,t,3,8,8,105,2,f,moderate
f,1.0,South Congress,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,199.0,0.0,0.0,1,0.0,7,t,30,60,90,365,0,f,flexible
f,8.0,Bouldin Creek,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,225.0,350.0,89.0,2,50.0,1,t,30,60,90,365,18,f,strict
f,1.0,Barton Hills,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,650.0,150.0,0.0,1,0.0,1,t,30,60,90,365,1,f,flexible
f,1.0,South Congress,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,900.0,650.0,200.0,6,50.0,4,t,30,60,90,364,4,f,strict
f,1.0,Galindo,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,159.0,0.0,79.0,2,39.0,2,t,29,59,89,364,4,f,moderate
f,1.0,Zilker,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,700.0,2500.0,75.0,1,0.0,1,t,28,58,88,363,1,f,moderate
f,1.0,Bouldin Creek,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,0.0,0.0,1,0.0,1,t,0,0,0,103,1,t,flexible
f,2.0,Barton Hills,House,Entire home/apt,10,1.5,4.0,3.0,Real Bed,335.0,350.0,95.0,1,0.0,1,t,30,60,90,298,1,f,strict
f,1.0,Dawson,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,300.0,0.0,0.0,3,50.0,1,t,30,60,90,365,0,f,moderate
f,1.0,Travis Heights,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,345.0,500.0,150.0,4,100.0,2,t,7,24,54,126,0,f,moderate
f,1.0,South Lamar,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,205.0,0.0,0.0,5,20.0,2,t,0,0,0,23,0,f,moderate
f,1.0,Dawson,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,500.0,500.0,0.0,1,0.0,3,t,30,60,90,365,0,f,strict
f,1.0,South Lamar,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,210.0,0.0,50.0,4,10.0,2,t,2,2,2,20,0,f,flexible
f,1.0,South First,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,450.0,500.0,75.0,1,0.0,2,t,30,60,90,365,10,f,moderate
f,1.0,Barton Hills,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,250.0,100.0,0.0,1,0.0,3,t,0,0,0,35,2,f,strict
f,4.0,Dawson,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,165.0,200.0,0.0,7,25.0,3,t,23,46,76,351,49,f,strict
t,1.0,South Congress,Apartment,Entire home/apt,14,2.0,2.0,8.0,Real Bed,700.0,250.0,300.0,1,0.0,1,t,29,59,89,358,44,t,strict
f,2.0,Zilker,House,Entire home/apt,8,3.5,4.0,6.0,Real Bed,2500.0,2000.0,300.0,1,0.0,3,t,30,60,90,365,1,f,strict
f,301.0,South Lamar,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,399.0,0.0,115.0,1,0.0,2,t,28,54,84,359,0,f,strict
f,1.0,Travis Heights,Camper/RV,Entire home/apt,2,1.0,1.0,3.0,Real Bed,200.0,500.0,0.0,1,0.0,1,t,30,60,90,365,1,f,moderate
f,1.0,Barton Hills,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,395.0,0.0,50.0,1,0.0,3,t,0,0,0,14,1,t,moderate
f,1.0,South First,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,1200.0,0.0,150.0,1,0.0,3,t,0,0,0,221,0,f,flexible
f,2.0,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,0.0,0.0,1,0.0,1,t,12,12,12,12,2,f,flexible
f,5.0,East Riverside,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,189.0,0.0,20.0,1,0.0,2,t,29,51,55,273,10,f,moderate
f,19.0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,250.0,80.0,1,0.0,2,t,28,58,88,363,6,f,strict
f,1.0,South Lamar,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,125.0,100.0,50.0,1,0.0,1,t,10,40,70,345,0,t,flexible
t,2.0,Zilker,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,200.0,300.0,30.0,1,0.0,1,t,0,0,0,222,1,f,strict
f,1.0,Travis Heights,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,200.0,80.0,2,25.0,7,t,30,60,90,355,14,f,moderate
f,1.0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,175.0,600.0,100.0,3,50.0,3,t,23,36,36,193,45,f,strict
f,1.0,Bouldin Creek,House,Entire home/apt,9,2.5,4.0,1.0,Real Bed,900.0,500.0,100.0,6,35.0,2,t,0,5,35,297,5,f,moderate
f,1.0,Zilker,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,500.0,150.0,1,0.0,1,t,0,0,0,158,3,f,strict
f,4.0,Travis Heights,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,189.0,500.0,80.0,3,0.0,2,t,29,51,51,116,18,f,strict
f,6.0,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,200.0,200.0,10.0,2,10.0,1,t,24,31,61,61,17,f,strict
f,1.0,Barton Hills,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,250.0,300.0,25.0,1,0.0,1,t,29,59,85,85,2,f,flexible
f,1.0,Barton Hills,Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,225.0,150.0,125.0,1,0.0,5,t,29,59,89,364,1,f,strict
f,301.0,Barton Hills,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,299.0,0.0,110.0,1,0.0,2,t,28,58,88,363,1,f,strict
f,301.0,Barton Hills,Apartment,Entire home/apt,6,1.5,2.0,2.0,Real Bed,199.0,0.0,110.0,1,0.0,2,t,29,59,89,364,2,f,strict
f,1.0,Bouldin Creek,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,395.0,1000.0,0.0,1,0.0,1,t,0,0,0,149,11,f,strict
f,6.0,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,39.0,0.0,25.0,1,0.0,3,t,8,21,46,310,1,f,flexible
f,1.0,Galindo,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,600.0,400.0,100.0,1,0.0,2,t,10,40,70,345,0,f,flexible
f,1.0,Zilker,House,Entire home/apt,11,2.5,4.0,6.0,Real Bed,850.0,500.0,250.0,8,0.0,2,t,30,60,90,365,9,f,strict
t,1.0,Travis Heights,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,85.0,0.0,10.0,2,20.0,2,t,0,0,0,219,14,f,moderate
f,2.0,Zilker,House,Entire home/apt,6,2.5,2.0,3.0,Real Bed,385.0,150.0,50.0,1,0.0,2,t,30,60,90,365,3,f,strict
f,1.0,Bouldin Creek,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,195.0,0.0,75.0,1,0.0,1,t,28,33,63,338,7,f,moderate
f,1.0,East Riverside,Apartment,Entire home/apt,5,1.5,2.0,2.0,Real Bed,500.0,1250.0,50.0,5,50.0,2,t,0,0,0,217,3,f,strict
f,1.0,Zilker,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,200.0,350.0,0.0,1,0.0,3,t,0,0,26,301,2,f,flexible
f,1.0,South First,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,300.0,0.0,150.0,1,0.0,3,t,0,0,0,189,2,f,strict
t,4.0,South Congress,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,145.0,300.0,85.0,4,20.0,2,t,2,2,2,2,10,f,moderate
f,2.0,South First,House,Private room,2,1.0,1.0,1.0,Real Bed,199.0,300.0,50.0,2,30.0,1,t,30,60,90,365,0,f,strict
t,2.0,Travis Heights,Condominium,Entire home/apt,5,1.0,1.0,3.0,Real Bed,109.0,100.0,35.0,3,0.0,1,t,14,37,63,324,31,t,moderate
f,1.0,Travis Heights,House,Entire home/apt,8,4.0,4.0,4.0,Real Bed,1900.0,0.0,200.0,1,0.0,4,t,0,0,0,73,0,f,strict
f,26.0,Barton Hills,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,172.0,100.0,86.0,4,11.0,1,t,26,56,86,361,11,f,strict
t,4.0,St. Edwards,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,200.0,45.0,1,10.0,2,t,15,15,15,15,69,f,strict
f,2.0,South Lamar,House,Private room,2,1.0,1.0,1.0,Real Bed,125.0,0.0,50.0,1,50.0,1,t,30,60,90,365,4,f,flexible
f,1.0,Galindo,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,25.0,1,15.0,2,t,0,5,35,310,20,f,moderate
t,3.0,South First,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,180.0,1000.0,80.0,4,25.0,2,t,16,30,30,140,3,f,strict
f,1.0,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,South Congress,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,300.0,0.0,0.0,1,0.0,1,t,0,0,0,222,1,f,flexible
t,1.0,Dawson,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,0.0,0.0,1,0.0,3,t,3,19,35,118,25,f,strict
f,2.0,Barton Hills,House,Entire home/apt,6,4.0,4.0,4.0,Real Bed,1000.0,1000.0,240.0,1,0.0,1,t,30,60,90,365,4,f,strict
f,1.0,Barton Hills,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,195.0,0.0,45.0,1,0.0,1,t,6,9,39,314,1,f,moderate
f,339.0,Travis Heights,House,Entire home/apt,8,1.0,3.0,5.0,Real Bed,172.0,0.0,120.0,1,0.0,2,t,20,50,78,340,37,f,strict
f,1.0,South Lamar,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,400.0,200.0,25.0,6,50.0,2,t,1,31,61,336,1,f,flexible
f,2.0,Barton Hills,House,Entire home/apt,6,4.0,3.0,6.0,Real Bed,1000.0,500.0,240.0,1,0.0,1,t,30,60,90,365,3,f,strict
f,1.0,South First,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,600.0,500.0,120.0,1,0.0,2,t,30,60,90,365,0,f,moderate
f,1.0,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,300.0,250.0,0.0,1,0.0,2,t,22,46,76,342,1,t,flexible
f,1.0,Galindo,House,Private room,2,1.0,1.0,1.0,Real Bed,175.0,0.0,0.0,1,0.0,2,t,0,0,0,45,1,f,flexible
f,1.0,Zilker,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,179.0,500.0,100.0,3,58.0,2,t,30,60,90,365,3,f,strict
f,1.0,Dawson,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,899.0,1000.0,0.0,1,0.0,3,t,0,3,33,308,0,f,flexible
f,8.0,Travis Heights,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125.0,0.0,0.0,1,0.0,1,t,0,26,56,331,5,f,moderate
f,1.0,Zilker,House,Private room,1,1.0,1.0,1.0,Real Bed,65.0,0.0,0.0,1,0.0,3,t,0,4,4,224,6,f,flexible
f,2.0,Zilker,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,190.0,0.0,0.0,1,0.0,3,t,0,0,0,232,1,f,strict
f,1.0,Barton Hills,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,373.0,500.0,75.0,1,0.0,3,t,23,53,83,358,9,f,strict
f,1.0,South First,House,Entire home/apt,8,2.5,4.0,3.0,Real Bed,411.0,0.0,0.0,1,0.0,2,t,0,0,0,0,4,f,flexible
f,8.0,Barton Hills,Townhouse,Entire home/apt,6,1.0,2.0,4.0,Real Bed,205.0,250.0,69.0,1,0.0,2,t,19,35,65,336,2,f,strict
t,7.0,Bouldin Creek,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,199.0,1000.0,150.0,4,35.0,1,t,28,58,88,363,0,f,strict
f,1.0,Travis Heights,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,0.0,50.0,1,0.0,1,t,24,24,24,24,0,f,flexible
f,1.0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,0.0,0.0,1,0.0,2,t,0,0,0,0,2,f,moderate
t,1.0,Bouldin Creek,House,Private room,4,1.0,1.0,3.0,Real Bed,90.0,0.0,0.0,2,25.0,2,t,21,37,67,321,15,f,moderate
f,4.0,Barton Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,0.0,50.0,2,0.0,3,t,9,14,44,319,28,f,strict
f,1.0,Travis Heights,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,85.0,0.0,0.0,1,0.0,1,t,17,17,17,24,4,t,moderate
f,1.0,Zilker,House,Entire home/apt,6,2.0,3.0,6.0,Real Bed,400.0,200.0,150.0,6,0.0,2,t,17,47,77,205,5,f,strict
f,1.0,Zilker,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,400.0,500.0,75.0,1,0.0,2,t,30,60,90,365,0,f,strict
t,2.0,South First,House,Private room,2,2.5,1.0,1.0,Real Bed,99.0,200.0,20.0,1,0.0,1,t,18,48,73,346,73,f,strict
f,19.0,Zilker,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,200.0,250.0,92.0,1,0.0,2,t,4,29,59,330,3,f,strict
f,1.0,Barton Hills,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,1000.0,150.0,1,0.0,2,t,0,1,1,252,1,f,strict
f,1.0,South Congress,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,470.0,650.0,100.0,4,50.0,2,t,25,44,72,343,24,f,strict
f,6.0,Travis Heights,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,150.0,0.0,60.0,1,0.0,4,t,28,58,88,178,1,f,strict
t,2.0,Galindo,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,148.0,400.0,85.0,1,0.0,3,t,19,39,69,344,80,f,strict
f,1.0,South Congress,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,900.0,0.0,0.0,1,0.0,1,t,20,50,80,350,0,f,flexible
f,1.0,Travis Heights,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,545.0,545.0,150.0,4,0.0,2,t,30,60,90,365,0,f,strict
t,2.0,Bouldin Creek,Loft,Entire home/apt,4,1.0,1.0,3.0,Real Bed,135.0,500.0,45.0,2,25.0,2,t,19,34,64,273,154,t,strict
t,1.0,Dawson,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,55.0,95.0,20.0,2,0.0,1,t,28,58,88,88,57,f,moderate
f,2.0,South First,House,Private room,2,1.0,1.0,1.0,Real Bed,125.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Zilker,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,250.0,500.0,85.0,1,0.0,2,t,0,0,0,26,3,f,moderate
f,1.0,South Congress,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,650.0,0.0,0.0,1,0.0,1,t,0,0,0,47,0,f,strict
f,2.0,St. Edwards,Villa,Entire home/apt,4,1.0,2.0,4.0,Real Bed,240.0,290.0,0.0,4,0.0,2,t,17,35,57,131,6,f,strict
f,6.0,Zilker,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,300.0,500.0,175.0,6,25.0,1,t,28,58,88,363,0,f,strict
f,1.0,Dawson,Apartment,Entire home/apt,1,1.0,1.0,1.0,Couch,125.0,0.0,0.0,0,15.0,1,t,28,58,88,363,1,f,strict
f,2.0,Zilker,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,89.0,0.0,45.0,1,10.0,2,t,9,15,15,15,271,f,strict
t,4.0,South First,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,195.0,0.0,0.0,1,0.0,2,t,0,0,0,39,1,f,strict
f,3.0,South First,House,Entire home/apt,2,1.0,1.0,1.0,Airbed,100.0,0.0,0.0,1,0.0,2,t,29,56,56,190,1,f,strict
f,2.0,Zilker,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,150.0,50.0,2,0.0,2,t,23,28,58,292,70,f,moderate
t,2.0,St. Edwards,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,250.0,75.0,2,20.0,2,t,7,37,67,342,14,f,strict
f,4.0,Dawson,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,100.0,30.0,4,0.0,1,t,12,35,64,327,89,f,strict
f,1.0,Zilker,Townhouse,Private room,4,1.0,1.0,1.0,Real Bed,150.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Dawson,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,0.0,25.0,1,0.0,1,t,28,58,88,363,58,f,strict
f,1.0,Zilker,House,Private room,2,1.0,1.0,1.0,Real Bed,500.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,2.0,Barton Hills,Apartment,Shared room,2,1.0,1.0,1.0,Couch,69.0,0.0,30.0,1,10.0,1,t,30,60,90,365,6,f,flexible
f,1.0,Travis Heights,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,259.0,0.0,95.0,1,0.0,1,t,30,60,90,365,4,f,strict
f,1.0,Travis Heights,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,2,0.0,2,t,23,41,71,71,3,f,flexible
f,21.0,Travis Heights,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,168.0,350.0,60.0,1,0.0,2,t,24,54,84,357,4,f,strict
f,12.0,Travis Heights,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,275.0,0.0,80.0,1,0.0,1,t,28,58,88,363,0,f,flexible
f,21.0,Zilker,House,Private room,2,1.0,1.0,1.0,Real Bed,199.0,0.0,0.0,1,0.0,1,t,0,0,0,32,0,f,strict
f,2.0,Zilker,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,95.0,200.0,50.0,2,15.0,2,t,18,48,74,262,55,f,moderate
f,1.0,Bouldin Creek,Apartment,Entire home/apt,6,3.5,2.0,3.0,Real Bed,600.0,500.0,0.0,1,0.0,2,t,29,59,89,364,17,f,strict
t,3.0,Zilker,House,Entire home/apt,11,2.5,3.0,6.0,Real Bed,624.0,750.0,150.0,8,50.0,3,t,18,38,68,321,13,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,69.0,200.0,25.0,1,0.0,2,t,18,45,71,346,38,t,flexible
f,12.0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,0.0,50.0,1,0.0,1,t,7,37,67,342,0,f,flexible
f,1.0,South Congress,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,130.0,0.0,50.0,4,20.0,2,t,28,54,84,359,2,f,strict
f,1.0,Dawson,House,Entire home/apt,4,2.5,2.0,1.0,Real Bed,250.0,0.0,30.0,1,0.0,2,t,7,20,20,293,0,f,flexible
f,1.0,Zilker,House,Private room,3,1.0,1.0,1.0,Real Bed,250.0,0.0,25.0,2,30.0,1,t,0,0,0,20,1,f,moderate
f,1.0,South Lamar,House,Entire home/apt,8,1.0,3.0,4.0,Real Bed,144.0,200.0,110.0,6,25.0,2,t,14,14,20,292,73,t,moderate
f,339.0,Zilker,House,Entire home/apt,9,2.5,5.0,6.0,Real Bed,458.0,500.0,155.0,1,0.0,2,t,20,50,77,346,22,f,strict
f,1.0,Zilker,House,Entire home/apt,11,3.0,4.0,6.0,Real Bed,1150.0,500.0,200.0,8,50.0,2,t,30,60,90,357,0,f,strict
f,12.0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,0.0,50.0,1,0.0,1,t,29,59,89,364,0,f,flexible
f,1.0,South First,House,Private room,3,1.0,1.0,1.0,Real Bed,95.0,0.0,0.0,2,100.0,2,t,23,30,41,41,0,f,moderate
f,8.0,Barton Hills,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,125.0,200.0,46.0,1,0.0,2,t,11,32,38,295,7,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,95.0,25.0,3,25.0,1,t,30,60,90,361,18,f,flexible
t,1.0,Barton Hills,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,75.0,100.0,25.0,1,25.0,1,t,6,36,66,341,76,f,moderate
f,1.0,Barton Hills,Treehouse,Entire home/apt,3,1.0,1.0,2.0,Real Bed,350.0,250.0,0.0,1,0.0,1,t,30,60,90,365,1,f,strict
f,1.0,South Congress,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,350.0,100.0,0.0,1,0.0,2,t,0,0,0,21,0,f,flexible
